번호,프로그램명,장르,채널,날짜,요일,시작시간,종료시간,방송길이,회차,개인 전체_시청시간,개인전체_시청률,4-9세 남자_시청시간,4-9세 남자_시청률,4-9세 여자_시청시간,4-9세 여자_시청률,10대 남자_시청시간,10대 남자_시청률,10대 여자_시청시간,10대 여자_시청률,20대 남자_시청시간,20대 남자_시청률,20대 여자_시청시간,20대 여자_시청률,30대 남자_시청시간,30대 남자_시청률,30대 여자_시청시간,30대 여자_시청률,40대 남자_시청시간,40대 남자_시청률,40대 여자_시청시간,40대 여자_시청률,50대 남자_시청시간,50대 남자_시청률,50대 여자_시청시간,50대 여자_시청률,60세 이상 남자_시청시간,60세 이상 남자_시청률,60세 이상 여자_시청시간,60세 이상 여자_시청률
1293,조선의사랑꾼(본),오락,TV조선,2022-09-11 0:00:00,일,22:09:06,23:41:11,92:05:00,1회,0.703729761,0.764923654,0.10119406,0.109993543,0.161855862,0.175930285,0.158453892,0.172232492,0.14688791,0.159660772,0.223080481,0.242478784,0.583607125,0.63435557,0.265014569,0.288059314,0.295165647,0.320832225,0.731062624,0.794633287,0.494328845,0.537313962,0.589280008,0.640521747,0.836653442,0.909405916,1.334846604,1.450920222,1.521682453,1.654002666
1309,고딩엄빠2(본),오락,MBN,2022-09-06 0:00:00,화,22:24:05,23:06:36,42:31:00,14회,0.698762782,0.803175611,0,0,0,0,0.21828033,0.250896931,0.132372686,0.152152513,1.053657896,1.21110103,0.002835678,0.0032594,0.334101721,0.384024966,0.945454388,1.086729182,0.897332787,1.031416997,0.468049986,0.53798849,0.38079529,0.437695735,0.852202658,0.979543285,0.931850903,1.071092992,1.398486071,1.607455254
1399,고딩엄빠2(본),오락,MBN,2022-09-20 0:00:00,화,22:24:42,23:12:10,39:38:00,16회,0.669146621,0.769134047,0,0,0.005677647,0.00652603,0.274318282,0.31530837,0.248466368,0.285593527,0.156519208,0.179907135,0.085374109,0.09813116,0.497425214,0.57175312,0.678818099,0.780250689,0.88296026,1.014896851,0.526247059,0.604881677,0.516499218,0.593677262,1.64706176,1.893174437,0.793859366,0.91248203,1.111795349,1.277925688
462,조선의사랑꾼(본),오락,TV CHOSUN,2023-01-30 0:00:00,월,22:08:41,23:10:04,27:48:00,6회,1.535061007,1.724787649,0,0,0.19721662,0.221591708,0.228044064,0.256229285,0.975875734,1.096489589,1.021588981,1.147852788,0.029204755,0.032814332,0.998296029,1.121680931,0.909343354,1.021734106,0.551498723,0.619661486,1.098841735,1.234653635,1.571791929,1.766058347,2.309353907,2.594779671,2.606595414,2.928758892,3.553532236,3.992732849
488,조선의사랑꾼(본),오락,TV CHOSUN,2023-01-23 0:00:00,월,22:09:44,23:12:54,25:50:00,5회,1.483204185,1.666521556,0.091240278,0.102517167,0.721817787,0.811031221,1.33189742,1.496513955,0.044417643,0.049907464,0.177722462,0.199688159,0.326675941,0.367051619,0.644417524,0.724064633,0.998364795,1.121758197,0.725246834,0.814884083,0.683906127,0.76843385,0.960744558,1.079488268,1.954054252,2.195566575,3.108187062,3.492345013,3.729238163,4.190155239
498,조선의사랑꾼(본),오락,TV CHOSUN,2023-01-02 0:00:00,월,22:09:01,23:19:55,70:54:00,2회,1.462681737,1.379888431,0.131214838,0.123787583,0,0,0.062768222,0.059215303,0.236038342,0.222677682,0.429882988,0.405549988,0.867486276,0.818383279,1.189947558,1.122592036,0.667623965,0.629833929,1.22753929,1.158055934,0.670862843,0.632889474,1.896610194,1.7892549,2.724726251,2.570496463,1.855080544,1.750075985,3.295946395,3.109383391
666,고딩엄빠3(본),오락,MBN,2023-01-25 0:00:00,수,22:25:02,23:11:46,46:44:00,2회,1.223532697,1.422712438,1.084012044,1.260479121,0,0,1.625124476,1.889679623,0.966727524,1.124101772,0.488791515,0.568362227,0.369097525,0.429183168,0.671611051,0.780943082,2.305352169,2.680642057,0.717775577,0.834622764,0.800186373,0.930449271,1.25614993,1.460639454,1.53471498,1.784552302,1.599603553,1.860004131,1.940239635,2.256092599
791,조선의사랑꾼(본),오락,TV CHOSUN,2023-01-09 0:00:00,월,22:09:31,23:02:39,53:08:00,3회,1.102923845,1.212004225,1.018015768,1.118698646,0.18274881,0.200822868,0.982278202,1.079426596,0.004040996,0.004440655,0.467707446,0.513964227,0.499526445,0.548930159,0.832410764,0.914737103,0.72162238,0.792991627,0.743734645,0.817290818,0.624350626,0.686099589,0.821678239,0.90294312,1.170059313,1.285779465,1.777752072,1.953573705,2.591115617,2.847379798
965,조선의사랑꾼(본),오락,TV CHOSUN,2023-01-16 0:00:00,월,22:09:17,23:01:54,52:37:00,4회,0.988562847,1.098403164,0,0,0,0,0.154419661,0.171577401,0.025606289,0.028451432,0.599130346,0.665700384,0.124927176,0.138807974,0.531100263,0.590111404,0.70917107,0.787967856,0.516554403,0.573949337,0.564340462,0.627044958,0.520652152,0.578502391,1.359441191,1.510490212,1.752199126,1.946887918,2.777281431,3.085868257
1061,고딩엄빠3(본),오락,MBN,2023-01-18 0:00:00,수,22:23:59,23:11:35,47:36:00,1회,0.921352923,1.046991958,0,0,0.066182873,0.07520781,1.739115803,1.976267958,0.106552577,0.121082474,0.02307646,0.02622325,0.374621163,0.425705867,0.746025109,0.847755805,1.486096543,1.688746072,0.278897019,0.316928431,0.300493155,0.341469495,0.410888474,0.46691872,1.095920026,1.245363666,1.0766938,1.223515682,2.52690193,2.871479466
703,고딩엄빠4(본),오락,MBN,2023-10-11 0:00:00,수,22:25:00,23:35:54,70:54:00,12회,1.022678772,1.203151496,0.040896134,0.048113098,0,0,0.268152083,0.315473039,0.272526079,0.320618917,0.563146403,0.66252518,0.072023902,0.084734002,1.100712824,1.294956263,0.778406849,0.915772764,0.259014594,0.304723052,2.218772546,2.610320643,0.523238336,0.615574513,1.355135959,1.594277599,1.616843197,1.902168468,1.853391878,2.180461033
806,고딩엄빠4(본),오락,MBN,2023-10-04 0:00:00,수,22:26:10,23:32:14,18:07,11회,0.932528361,1.09709219,0,0,0,0,0.276828325,0.325680382,0.314254373,0.369711027,0.625160709,0.735483187,0.19902019,0.2341414,0.463364661,0.545134895,0.933307544,1.098008875,0.728167345,0.856667465,1.110824129,1.306851916,0.649812647,0.764485467,1.243632141,1.463096637,1.252317524,1.473314734,2.014310966,2.369777607
828,고딩엄빠4(본),오락,MBN,2023-10-18 0:00:00,수,22:24:47,23:29:49,20:21,13회,0.917034511,1.078864131,0.272397352,0.320467473,0,0,0.359877599,0.423385411,0.077964823,0.091723321,0.025353708,0.029827891,0.241730819,0.284389199,1.285849818,1.512764492,0.308493172,0.362933143,0.561262165,0.66030843,1.946231026,2.28968356,0.580983999,0.683510587,0.712535682,0.838277273,1.102522683,1.297085509,2.164825845,2.546853936
1123,고딩엄빠4(본),오락,MBN,2023-10-25 0:00:00,수,22:25:02,22:37:00,11:58,14회,0.747787337,0.879749808,0,0,0,0,0.327621858,0.38543748,0.164644995,0.193699994,0.164922517,0.19402649,0.35315054,0.415471223,1.05014666,1.235466658,0.407957179,0.479949623,0.465984447,0.548216996,1.547754657,1.820887831,0.64116976,0.754317364,0.800731668,0.942037257,0.724500035,0.852352982,1.50303069,1.7682714
681,고딩엄빠4(본),오락,MBN,2023-11-01 0:00:00,수,22:23:14,22:52:51,29:37:00,15회,1.005897101,1.183408354,0,0,0,0,0.064084369,0.075393375,0.68564995,0.806647,0.057164639,0.067252516,0.329503296,0.387650936,1.131992913,1.331756368,1.006326822,1.183913909,0.481347779,0.566291504,2.408270255,2.833259124,0.421664458,0.496075833,1.145279646,1.347387819,1.43670596,1.690242305,1.811152787,2.130767985
754,고딩엄빠4(본),오락,MBN,2023-11-22 0:00:00,수,22:23:32,23:05:10,42:55:00,18회,0.948619668,1.129309128,0.416906358,0.496317093,0,0,0.016655024,0.01982741,0.175211795,0.20858547,0.574548285,0.683986053,0.351920784,0.418953315,0.880298371,1.047974251,0.921974663,1.097588884,0.338922474,0.403479136,2.489212574,2.963348302,0.328419204,0.390975242,0.951930766,1.133250912,1.294223607,1.540742389,1.753960791,2.088048561
915,고딩엄빠4(본),오락,MBN,2023-11-29 0:00:00,수,22:22:48,22:50:33,58:08:00,19회,0.851307046,0.989891914,0.218652419,0.254246999,0,0,0,0,0.037995603,0.044180933,0.051650765,0.060059029,0.526907286,0.612682891,1.149755802,1.336925351,0.300794262,0.349760769,0.342466445,0.398216797,2.203416116,2.562111763,0.339404886,0.394656845,0.409113989,0.47571394,1.341229861,1.559569606,1.892411602,2.200478607
1085,고딩엄빠4(본),오락,MBN,2023-11-08 0:00:00,수,22:22:21,22:49:42,58:09:00,16회,0.770123866,0.895492868,0,0,0,0,0,0,0.021780408,0.025326056,0.092167513,0.107171527,0.224161475,0.260652878,1.186712137,1.379897833,0.202089169,0.234987406,0.303046746,0.352379937,2.102868722,2.445196188,0.384940399,0.447605115,0.319750128,0.371802475,0.95917834,1.115323651,1.933031065,2.247710541
1302,고딩엄빠4(본),오락,MBN,2023-11-15 0:00:00,수,22:24:21,22:58:08,33:47:00,17회,0.678023517,0.788399438,0.429341855,0.499234715,0,0,0,0,0.01267717,0.014740896,0.021286331,0.024751548,0.330496117,0.38429781,1.165653099,1.35541058,0.016862996,0.019608135,0.259844961,0.302145303,0.719028716,0.836079902,0.283950041,0.330174467,0.7242537,0.842155466,1.092404564,1.270237865,1.785666809,2.076356755
464,조선의사랑꾼(본),오락,TV CHOSUN,2023-12-18 0:00:00,월,22:08:06,23:40:16,3:41,22회,1.44837158,1.524601663,0.009013408,0.009487798,0.030608973,0.032219972,0.398800012,0.419789486,0.364028428,0.383187819,0.933246907,0.982365165,0.594302688,0.625581776,0.596618326,0.628019291,0.973632284,1.024876088,0.590056002,0.621111581,0.315166211,0.331753906,0.908243735,0.956046037,1.095173156,1.152813849,2.81885617,2.967217021,4.168912128,4.388328556
628,조선의사랑꾼(본),오락,TV CHOSUN,2023-12-25 0:00:00,월,22:09:01,23:03:11,34:10:00,23회,1.166438686,1.310605265,0,0,0,0,0.416904902,0.468432475,0.312786589,0.351445605,0.830644623,0.933308565,0.570917781,0.641480653,0.568474315,0.638735186,0.68389095,0.768416797,0.401680403,0.451326295,0.856181696,0.962001906,1.410574801,1.584915507,1.63966648,1.842321887,1.552311016,1.74416968,2.75649853,3.09718936
999,고딩엄빠4(본),오락,MBN,2023-12-20 0:00:00,수,22:23:36,22:51:05,27:29:00,22회,0.875401377,1.029883973,0.10340128,0.121648565,0,0,0,0,0.11534604,0.135701224,0.174452353,0.205238062,0.161340648,0.189812527,1.252467931,1.473491683,0.656083139,0.771862517,1.278711619,1.504366611,1.154519095,1.358257758,0.304626501,0.358384118,0.659321174,0.775671969,1.239639623,1.458399556,1.941651393,2.284295756
1464,고딩엄빠4(본),오락,MBN,2023-12-13 0:00:00,수,22:21:52,22:51:58,54:39:00,21회,0.652007468,0.767067609,0,0,0,0,0.246971333,0.290554509,0.123471702,0.145260825,0.116767595,0.137373641,0.146287732,0.172103215,0.678664478,0.798428797,0.492007848,0.578832763,0.265963623,0.31289838,0.949396154,1.116936652,0.343738092,0.404397755,0.729347425,0.858055795,1.066932756,1.255215007,1.488455994,1.751124698
1864,고딩엄빠4(본),오락,MBN,2023-12-06 0:00:00,수,22:22:09,22:50:33,56:56:00,20회,0.532807463,0.619543562,0.005900401,0.006860932,0.00318036,0.003698093,0.130301228,0.151513056,0.131647055,0.153077971,0.003230815,0.003756761,0.006644988,0.00772673,0.921255832,1.071227712,0,0,0.510310245,0.593384006,0.631586197,0.734402555,0.304456976,0.35401974,0.572679851,0.665906804,0.731819737,0.850953183,1.346940133,1.566209456
286,조선의사랑꾼(본),오락,TV CHOSUN,2023-02-13 0:00:00,월,22:09:37,23:05:43,37:55:00,8회,1.798830009,1.913648946,1.240489482,1.319669662,0.174051801,0.18516149,0.559019336,0.594701421,0.211693121,0.225205448,0.46519092,0.494883958,0.450138328,0.478870561,1.236688019,1.315625552,1.026229069,1.091733052,0.674007337,0.717029082,0.832160547,0.885277178,1.341399025,1.427020239,2.330925087,2.47970754,3.714273314,3.951354589,4.525428175,0.107571798
320,조선의사랑꾼(본),오락,TV CHOSUN,2023-02-20 0:00:00,월,22:09:20,23:22:27,73:07:00,9회,1.669000801,1.854445334,1.02317128,1.136856978,0.304620707,0.338467452,1.850850529,2.056500588,1.23109725,1.367885834,0.717694911,0.79743879,0.764407512,0.84934168,1.261991497,1.402212775,0.665396829,0.73932981,0.45313588,0.503484312,1.867461766,2.074957518,1.297745206,1.441939118,2.15576167,2.395290744,2.361363245,2.623736939,3.583702085,0.011137146
476,조선의사랑꾼(본),오락,TV CHOSUN,2023-02-06 0:00:00,월,22:09:07,23:05:00,38:32:00,7회,1.309190253,1.378095003,0,0,0,0,0.070136757,0.073828165,0.00620303,0.006529505,0.477957659,0.503113326,0.286348346,0.301419312,0.552122477,0.581181555,1.164161225,1.225432869,0.424087119,0.446407494,0.572784775,0.602931342,1.059463757,1.115225007,2.378240714,2.503411278,2.310571987,2.432181039,3.494162147,0.525989428
653,조선의사랑꾼(본),오락,TV CHOSUN,2023-02-27 0:00:00,월,22:09:33,23:02:04,40:12:00,10회,1.064291327,1.144399277,0,0,0,0,0.008364858,0.008994471,0,0,0.397177853,0.427072961,0.455995899,0.490318171,0.859273608,0.923950116,0.524807779,0.56430944,0.307565126,0.33071519,0.454399947,0.488602094,1.064566617,1.144695287,1.378282791,1.482024506,2.17089986,2.334300925,2.731664417,0.152118304
678,고딩엄빠3(본),오락,MBN,2023-02-22 0:00:00,수,22:24:41,23:14:04,36:34:00,6회,1.038415468,1.207459847,0.091541903,0.106444074,0,0,0.386894371,0.449877176,0.021272104,0.024735004,0.081174074,0.094388458,0.271937469,0.31620636,0.59677527,0.693924732,0.405210053,0.471174481,0.629869644,0.732406562,2.067653644,2.404248423,1.126654241,1.31006307,2.566316873,2.984089387,1.361992332,1.583712014,1.664230866,0.00208773
839,고딩엄빠3(본),오락,MBN,2023-02-15 0:00:00,수,22:26:36,23:16:42,50:06:00,5회,0.91704538,1.091720691,0,0,0.489460301,0.582690834,0.303732063,0.361585789,0.374712524,0.446086338,0.080696245,0.096066958,0.242924636,0.289195995,0.253616393,0.301924278,0.782374843,0.931398622,0.5059616,0.602335238,1.211499816,1.442261686,0.794322398,0.945621903,1.697390213,2.020702635,1.220902458,1.453455307,2.064185328,0.010460535
994,고딩엄빠3(본),오락,MBN,2023-02-01 0:00:00,수,22:24:53,23:14:59,50:06:00,3회,0.827289568,0.961964614,0.527102356,0.612909716,0,0,0.650573175,0.756480436,0.64267011,0.747290826,0.104742591,0.12179371,0.382887868,0.445218452,0.235483233,0.273817713,0.329114118,0.382690835,0.720524885,0.837819633,0.675718057,0.785718671,0.957491987,1.113362775,0.846324917,0.984098741,1.230586483,1.430914515,1.940520361,0.00725741
1006,고딩엄빠3(본),오락,MBN,2023-02-08 0:00:00,수,22:23:16,23:10:23,47:07:00,4회,0.819340534,0.96393004,0,0,0,0,0.763991581,0.898813624,0.226808992,0.266834108,0.665618447,0.783080526,0.124726513,0.146737074,0.700571149,0.824201352,0.988601848,1.163060998,0.614085273,0.722453263,0.792790886,0.93269516,0.508192101,0.59787306,0.971667655,1.143138417,1.05245351,1.2381806,1.708391184,0
276,조선의사랑꾼(본),오락,TV CHOSUN,2023-03-20 0:00:00,월,22:09:52,22:19:37,9:45,13회,1.809078234,2.032672173,0,0,0.558891904,0.627968432,0.76287501,0.857162933,0.008130917,0.009135861,0.194932592,0.219025385,0.617729709,0.694078325,0.496177014,0.557502263,0.947727568,1.064862436,1.754088087,1.970885492,0.645467742,0.725244654,1.294506524,1.454501712,2.19465836,2.46590827,3.839665392,4.314230777,4.703096051,5.284377585
341,조선의사랑꾼(본),오락,TV CHOSUN,2023-03-13 0:00:00,월,22:09:32,22:21:06,11:34,12회,1.644962069,1.788002249,0,0,0.825500507,0.89728316,0.112269219,0.12203176,1.104493616,1.200536539,0.594973926,0.646710789,0.271083088,0.294655531,0.335081953,0.364219514,0.847738683,0.921455091,1.15165901,1.251803271,1.116259916,1.213325996,1.183825541,1.286766892,2.142789313,2.329118818,3.265449972,3.549402144,4.122119599,4.480564782
435,조선의사랑꾼(본),오락,TV CHOSUN,2023-03-06 0:00:00,월,22:09:07,22:56:59,47:52:00,11회,1.411813573,1.680730444,0.901510801,1.073227144,0.02998761,0.035699536,0.131788098,0.156890593,0.006225585,0.007411411,0.735285926,0.875340388,0.374299772,0.445594966,0.50922931,0.606225369,0.923540855,1.099453399,0.418339133,0.498022777,0.463529518,0.551820855,0.541477765,0.644616387,1.544806624,1.839055505,3.562602464,4.241193409,3.835026885,4.565508196
517,고딩엄빠3(본),오락,MBN,2023-03-15 0:00:00,수,22:24:32,23:16:25,32:30:00,9회,1.247233613,1.5026911,0.087657557,0.105611514,0.675431518,0.813772913,0.159506518,0.192176527,0.894826518,1.078104239,0.037196946,0.044815597,0.353349476,0.425722261,0.563929701,0.679433374,0.616087334,0.742273896,1.012635035,1.220042211,0.854852952,1.029943315,1.273326717,1.534128574,1.643665366,1.980319718,2.175431379,2.621001661,2.977291655,3.587098379
582,고딩엄빠3(본),오락,MBN,2023-03-01 0:00:00,수,22:22:22,23:11:51,49:29:00,7회,1.146511668,1.348837256,1.531710927,1.802012856,0.0313431,0.036874235,0.224629965,0.264270548,0.295265089,0.347370692,0.160747881,0.189115154,0.259473984,0.30526351,0.711265332,0.836782744,0.779083004,0.91656824,0.831124377,0.977793385,0.797454128,0.938181327,0.735819053,0.865669474,1.115429714,1.312270251,2.063996403,2.428231063,2.98579235,3.512696882
666,고딩엄빠3(본),오락,MBN,2023-03-08 0:00:00,수,22:23:18,23:13:45,50:27:00,8회,1.062819018,1.250375316,0.052185617,0.061394843,0.910307271,1.07094973,0.331554554,0.390064181,0.407616363,0.479548662,0.098306293,0.115654462,0.086888979,0.102222329,0.325711411,0.383189895,1.165541501,1.371225295,0.646825589,0.760971281,1.463765368,1.722076903,0.494248097,0.581468349,1.439371475,1.693378206,1.854834191,2.182157872,2.428686991,2.857278813
676,조선의사랑꾼(본),오락,TV CHOSUN,2023-03-27 0:00:00,월,22:08:14,22:51:52,46:13:00,14회,1.053350779,1.170389755,0,0,0.110978272,0.123309191,0.234704055,0.260782283,0.372242864,0.413603182,0.377977476,0.419974973,0.190292029,0.211435588,0.364627078,0.405141198,0.719864347,0.799849274,0.79756953,0.886188367,0.459400302,0.51044478,0.422563209,0.469514676,1.441377867,1.601530963,2.21745454,2.463838377,2.760799359,3.067554843
